MS_system,Package,A,CCRC,Ca,Ce,NOC,NOI,PkgRCi,PkgTCi,TLOC,DMS,I
train-ticket,config.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.333333333,4.0,5.0,0.333333333,0.333333333
train-ticket,config.service,0.333333333,233.333333333,3.0,3.0,3.0,1.0,1.333333333,28.0,137.0,0.166666667,0.5
train-ticket,adminorder.controller,0.0,300.0,0.0,1.0,1.0,0.0,0.0,0.0,47.0,0.0,1.0
train-ticket,adminorder.service,0.0,300.0,0.0,1.0,1.0,0.0,0.0,0.0,75.0,0.0,1.0
train-ticket,foodsearch,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,foodsearch.config,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,19.0,1.0,0.0
train-ticket,foodsearch.controller,0.0,400.0,1.0,1.0,1.0,0.0,2.777777778,25.0,46.0,0.5,0.5
train-ticket,foodsearch.entity,0.0,0.0,6.0,0.0,3.0,0.0,1.0,3.0,25.0,1.0,0.0
train-ticket,foodsearch.mq,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,0.666666667,0.333333333
train-ticket,foodsearch.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.4,7.0,7.0,0.333333333,0.333333333
train-ticket,foodsearch.service,0.5,350.0,3.0,2.0,2.0,1.0,3.2,48.0,215.0,0.1,0.4
train-ticket,preserve,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,preserve.config,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,18.0,1.0,0.0
train-ticket,preserve.controller,0.0,150.0,0.0,2.0,2.0,0.0,0.8,4.0,31.0,0.0,1.0
train-ticket,preserve.mq,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,0.5,0.5
train-ticket,preserve.service,0.333333333,100.0,2.0,1.0,3.0,1.0,2.526315789,48.0,342.0,0.333333333,0.333333333
train-ticket,edu.fudan.common.config,0.0,0.0,0.0,0.0,1.0,0.0,1.25,2.5,11.0,,
train-ticket,edu.fudan.common.entity,0.0,48.648648649,0.0,4.0,37.0,0.0,1.666666667,95.0,573.0,0.0,1.0
train-ticket,edu.fudan.common.exception,0.0,50.0,1.0,0.0,2.0,0.0,2.333333333,7.0,13.0,1.0,0.0
train-ticket,edu.fudan.common.security.jwt,0.0,50.0,0.0,1.0,2.0,0.0,2.0,16.0,64.0,0.0,1.0
train-ticket,edu.fudan.common.util,0.0,0.0,4.0,0.0,3.0,0.0,2.111111111,19.0,71.0,1.0,0.0
train-ticket,rebook.entity,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,,
train-ticket,execute,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,execute.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,execute.controller,0.0,150.0,0.0,2.0,2.0,0.0,1.142857143,8.0,38.0,0.0,1.0
train-ticket,execute.serivce,0.5,50.0,3.0,0.0,2.0,1.0,3.111111111,28.0,121.0,0.5,0.0
train-ticket,execute.service,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,63.0,0.0,1.0
train-ticket,route,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,route.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,route.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.357142857,19.0,71.0,0.0,1.0
train-ticket,route.entity,0.0,0.0,7.0,0.0,2.0,0.0,4.0,12.0,31.0,1.0,0.0
train-ticket,route.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,69.0,0.0,1.0
train-ticket,route.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.8,9.0,7.0,0.333333333,0.333333333
train-ticket,route.service,0.333333333,300.0,3.0,3.0,3.0,1.0,1.5,36.0,181.0,0.166666667,0.5
train-ticket,adminroute,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,adminroute.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,adminroute.controller,0.0,150.0,0.0,2.0,2.0,0.0,1.111111111,10.0,49.0,0.0,1.0
train-ticket,adminroute.service,0.333333333,66.666666667,2.0,0.0,3.0,1.0,1.75,21.0,101.0,0.666666667,0.0
train-ticket,seat,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,seat.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,seat.controller,0.0,150.0,0.0,2.0,2.0,0.0,1.0,7.0,42.0,0.0,1.0
train-ticket,seat.service,0.333333333,66.666666667,2.0,0.0,3.0,1.0,1.583333333,19.0,223.0,0.666666667,0.0
train-ticket,contacts,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,contacts.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,contacts.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.235294118,21.0,94.0,0.0,1.0
train-ticket,contacts.entity,0.0,0.0,7.0,0.0,1.0,0.0,1.333333333,4.0,28.0,1.0,0.0
train-ticket,contacts.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,21.0,0.0,1.0
train-ticket,contacts.repository,1.0,0.0,2.0,1.0,1.0,1.0,2.0,10.0,7.0,0.333333333,0.333333333
train-ticket,contacts.service,0.333333333,233.333333333,3.0,3.0,3.0,1.0,1.428571429,40.0,185.0,0.166666667,0.5
train-ticket,other,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,other.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,,
train-ticket,other.controller,0.0,350.0,0.0,2.0,2.0,0.0,1.454545455,48.0,171.0,0.0,1.0
train-ticket,other.entity,0.0,33.333333333,7.0,0.0,3.0,0.0,1.0,11.0,98.0,1.0,0.0
train-ticket,other.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,22.0,0.0,1.0
train-ticket,other.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.8,9.0,7.0,0.333333333,0.333333333
train-ticket,other.service,0.333333333,433.333333333,3.0,3.0,3.0,1.0,1.671052632,127.0,660.0,0.166666667,0.5
train-ticket,inside_payment,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,inside_payment.async,0.0,50.0,0.0,1.0,2.0,0.0,1.333333333,4.0,34.0,0.0,1.0
train-ticket,inside_payment.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,inside_payment.controller,0.0,350.0,0.0,2.0,2.0,0.0,1.263157895,24.0,98.0,0.0,1.0
train-ticket,inside_payment.entity,0.0,0.0,9.0,0.0,6.0,0.0,1.0,6.0,51.0,1.0,0.0
train-ticket,inside_payment.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,18.0,0.0,1.0
train-ticket,inside_payment.repository,1.0,0.0,3.0,2.0,2.0,2.0,1.666666667,10.0,10.0,0.4,0.4
train-ticket,inside_payment.service,0.333333333,600.0,3.0,3.0,3.0,1.0,1.594594595,59.0,397.0,0.166666667,0.5
train-ticket,inside_payment.util,0.0,0.0,0.0,0.0,1.0,0.0,2.5,10.0,32.0,,
train-ticket,security,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,security.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,security.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.230769231,16.0,69.0,0.0,1.0
train-ticket,security.entity,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,,
train-ticket,security.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,0.0,1.0
train-ticket,security.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.5,6.0,6.0,0.333333333,0.333333333
train-ticket,security.service,0.333333333,233.333333333,3.0,3.0,3.0,1.0,1.652173913,38.0,173.0,0.166666667,0.5
train-ticket,fdse.microservice,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,fdse.microservice.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,,
train-ticket,fdse.microservice.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.315789474,25.0,101.0,0.0,1.0
train-ticket,fdse.microservice.entity,0.0,0.0,7.0,0.0,1.0,0.0,1.75,7.0,18.0,1.0,0.0
train-ticket,fdse.microservice.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,57.0,0.0,1.0
train-ticket,fdse.microservice.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.75,7.0,6.0,0.333333333,0.333333333
train-ticket,fdse.microservice.service,0.333333333,233.333333333,3.0,3.0,3.0,1.0,1.405405405,52.0,234.0,0.166666667,0.5
train-ticket,consign,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,consign.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,consign.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.307692308,17.0,73.0,0.0,1.0
train-ticket,consign.entity,0.0,0.0,6.0,0.0,4.0,0.0,1.0,2.0,38.0,1.0,0.0
train-ticket,consign.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0
train-ticket,consign.repository,1.0,0.0,3.0,1.0,1.0,1.0,2.0,8.0,6.0,0.25,0.25
train-ticket,consign.service,0.333333333,300.0,3.0,3.0,3.0,1.0,1.523809524,32.0,173.0,0.166666667,0.5
train-ticket,train,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,train.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,,
train-ticket,train.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.1,22.0,144.0,0.0,1.0
train-ticket,train.entity,0.0,0.0,7.0,0.0,1.0,0.0,3.333333333,10.0,20.0,1.0,0.0
train-ticket,train.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,41.0,0.0,1.0
train-ticket,train.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.6,8.0,7.0,0.333333333,0.333333333
train-ticket,train.service,0.333333333,233.333333333,3.0,3.0,3.0,1.0,1.666666667,40.0,141.0,0.166666667,0.5
train-ticket,travel,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,travel.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,travel.controller,0.0,150.0,0.0,2.0,2.0,0.0,1.333333333,36.0,150.0,0.0,1.0
train-ticket,travel.entity,0.0,75.0,3.0,0.0,4.0,0.0,2.714285714,19.0,61.0,1.0,0.0
train-ticket,travel.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,55.0,0.0,1.0
train-ticket,travel.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.5,6.0,6.0,0.333333333,0.333333333
train-ticket,travel.service,0.25,250.0,3.0,3.0,4.0,1.0,2.210526316,126.0,629.0,0.25,0.5
train-ticket,fdse.microservice,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,fdse.microservice.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,fdse.microservice.controller,0.0,150.0,0.0,2.0,2.0,0.0,1.375,11.0,44.0,0.0,1.0
train-ticket,fdse.microservice.service,0.333333333,66.666666667,2.0,0.0,3.0,1.0,2.25,45.0,420.0,0.666666667,0.0
train-ticket,org.myproject.ms.monitoring,0.384615385,103.846153846,53.0,0.0,26.0,10.0,2.147579143,384.416666667,1128.0,0.615384615,0.0
train-ticket,org.myproject.ms.monitoring.antn,0.1875,150.0,0.0,8.0,16.0,3.0,1.87797619,105.166666667,409.0,0.1875,1.0
train-ticket,org.myproject.ms.monitoring.atcfg,0.0,400.0,5.0,1.0,3.0,0.0,1.458333333,17.5,66.0,0.833333333,0.166666667
train-ticket,org.myproject.ms.monitoring.instrument.async,0.0,256.25,2.0,11.0,16.0,0.0,4.565853659,374.4,489.0,0.153846154,0.846153846
train-ticket,org.myproject.ms.monitoring.instrument.messaging.websocket,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,14.0,0.0,1.0
train-ticket,org.myproject.ms.monitoring.instrument.msg,0.272727273,300.0,1.0,9.0,11.0,3.0,5.246666667,209.866666667,332.0,0.172727273,0.9
train-ticket,org.myproject.ms.monitoring.instrument.rest,0.25,100.0,0.0,4.0,4.0,1.0,2.416666667,29.0,197.0,0.25,1.0
train-ticket,org.myproject.ms.monitoring.instrument.schedl,0.0,266.666666667,1.0,2.0,3.0,0.0,3.914285714,27.4,47.0,0.333333333,0.666666667
train-ticket,org.myproject.ms.monitoring.instrument.web,0.107142857,178.571428571,2.0,16.0,28.0,3.0,2.285251701,399.919047619,1169.0,0.003968254,0.888888889
train-ticket,org.myproject.ms.monitoring.instrument.web.client,0.071428571,157.142857143,0.0,12.0,14.0,1.0,2.204225352,156.5,497.0,0.071428571,1.0
train-ticket,org.myproject.ms.monitoring.lgger,0.166666667,216.666666667,2.0,3.0,6.0,1.0,4.811785714,96.235714286,108.0,0.233333333,0.6
train-ticket,org.myproject.ms.monitoring.mtc,0.125,125.0,0.0,2.0,8.0,1.0,1.523809524,32.0,148.0,0.125,1.0
train-ticket,org.myproject.ms.monitoring.spl,0.0,200.0,3.0,4.0,5.0,0.0,2.296296296,20.666666667,74.0,0.428571429,0.571428571
train-ticket,org.myproject.ms.monitoring.trace,0.2,320.0,1.0,5.0,5.0,1.0,9.617127496,298.130952381,243.0,0.033333333,0.833333333
train-ticket,org.myproject.ms.monitoring.util,0.0,50.0,12.0,2.0,4.0,0.0,1.269230769,16.5,83.0,0.857142857,0.142857143
train-ticket,rebook,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,rebook.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,rebook.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.0,7.0,42.0,0.0,1.0
train-ticket,rebook.entity,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,16.0,1.0,0.0
train-ticket,rebook.service,0.333333333,166.666666667,2.0,3.0,3.0,1.0,3.086956522,71.0,414.0,0.066666667,0.6
train-ticket,food,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,food.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,food.controller,0.0,150.0,0.0,2.0,2.0,0.0,1.1,11.0,53.0,0.0,1.0
train-ticket,food.entity,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,0.0
train-ticket,food.init,0.0,0.0,0.0,1.0,1.0,0.0,1.5,3.0,47.0,0.0,1.0
train-ticket,food.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.6,8.0,7.0,0.333333333,0.333333333
train-ticket,food.service,0.333333333,233.333333333,3.0,3.0,3.0,1.0,1.263157895,24.0,123.0,0.166666667,0.5
train-ticket,trainFood,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,trainFood.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,trainFood.controller,0.0,100.0,0.0,1.0,1.0,0.0,2.0,6.0,15.0,0.0,1.0
train-ticket,trainFood.entity,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0
train-ticket,trainFood.init,0.0,0.0,0.0,1.0,1.0,0.0,1.5,3.0,39.0,0.0,1.0
train-ticket,trainFood.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.5,6.0,6.0,0.5,0.5
train-ticket,trainFood.service,0.5,200.0,2.0,2.0,2.0,1.0,2.666666667,16.0,42.0,0.0,0.5
train-ticket,gateway,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,33.0,,
train-ticket,com.trainticket,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,com.trainticket.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,com.trainticket.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.0,9.0,51.0,0.0,1.0
train-ticket,com.trainticket.entity,0.0,0.0,8.0,0.0,2.0,0.0,1.0,1.0,17.0,1.0,0.0
train-ticket,com.trainticket.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,0.0,1.0
train-ticket,com.trainticket.repository,1.0,0.0,3.0,2.0,2.0,2.0,1.75,7.0,8.0,0.4,0.4
train-ticket,com.trainticket.service,0.333333333,366.666666667,3.0,3.0,3.0,1.0,1.25,20.0,104.0,0.166666667,0.5
train-ticket,preserveOther,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,preserveOther.config,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,18.0,1.0,0.0
train-ticket,preserveOther.controller,0.0,150.0,0.0,2.0,2.0,0.0,0.8,4.0,31.0,0.0,1.0
train-ticket,preserveOther.mq,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,0.5,0.5
train-ticket,preserveOther.service,0.333333333,100.0,2.0,1.0,3.0,1.0,2.526315789,48.0,344.0,0.333333333,0.333333333
train-ticket,adminorder,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,adminorder.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,adminorder.controller,0.0,150.0,0.0,2.0,2.0,0.0,1.272727273,14.0,60.0,0.0,1.0
train-ticket,adminorder.service,0.333333333,66.666666667,2.0,0.0,3.0,1.0,1.444444444,26.0,171.0,0.666666667,0.0
train-ticket,order,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,order.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,,
train-ticket,order.controller,0.0,350.0,0.0,2.0,2.0,0.0,1.575757576,52.0,170.0,0.0,1.0
train-ticket,order.entity,0.0,33.333333333,7.0,0.0,3.0,0.0,1.0,17.0,116.0,1.0,0.0
train-ticket,order.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,61.0,0.0,1.0
train-ticket,order.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.8,9.0,7.0,0.333333333,0.333333333
train-ticket,order.service,0.333333333,433.333333333,3.0,3.0,3.0,1.0,2.466374269,187.444444444,658.0,0.166666667,0.5
train-ticket,travelplan,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,travelplan.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,,
train-ticket,travelplan.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.181818182,13.0,64.0,0.0,1.0
train-ticket,travelplan.entity,0.0,0.0,5.0,0.0,3.0,0.0,2.166666667,13.0,44.0,1.0,0.0
train-ticket,travelplan.service,0.333333333,233.333333333,2.0,3.0,3.0,1.0,2.619047619,55.0,275.0,0.066666667,0.6
train-ticket,waitorder,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,12.0,,
train-ticket,waitorder.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,,
train-ticket,waitorder.controller,0.0,200.0,0.0,1.0,1.0,0.0,1.875,7.5,19.0,0.0,1.0
train-ticket,waitorder.entity,0.0,0.0,5.0,0.0,2.0,0.0,1.0,10.0,65.0,1.0,0.0
train-ticket,waitorder.repository,1.0,0.0,2.0,1.0,1.0,1.0,1.5,6.0,6.0,0.333333333,0.333333333
train-ticket,waitorder.service,1.0,200.0,3.0,1.0,1.0,1.0,2.666666667,16.0,8.0,0.25,0.25
train-ticket,waitorder.service.Impl,0.0,350.0,0.0,2.0,2.0,0.0,2.25,27.0,130.0,0.0,1.0
train-ticket,waitorder.utils,0.0,200.0,1.0,1.0,1.0,0.0,2.75,11.0,44.0,0.5,0.5
train-ticket,delivery,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,delivery.config,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0
train-ticket,delivery.entity,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0
train-ticket,delivery.mq,0.0,200.0,0.0,1.0,1.0,0.0,1.0,1.0,22.0,0.0,1.0
train-ticket,delivery.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.4,7.0,7.0,0.5,0.5
train-ticket,price,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,price.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,,
train-ticket,price.controller,0.0,250.0,0.0,2.0,2.0,0.0,1.357142857,19.0,75.0,0.0,1.0
train-ticket,price.entity,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0
train-ticket,price.init,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,67.0,0.0,1.0
train-ticket,price.repository,1.0,0.0,2.0,1.0,1.0,1.0,2.25,9.0,6.0,0.333333333,0.333333333
train-ticket,price.service,0.333333333,233.333333333,3.0,3.0,3.0,1.0,1.615384615,42.0,196.0,0.166666667,0.5
train-ticket,notification,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,8.0,,
train-ticket,notification.config,0.0,25.0,2.0,0.0,4.0,0.0,1.0,12.0,51.0,1.0,0.0
train-ticket,notification.controller,0.0,300.0,0.0,2.0,2.0,0.0,1.153846154,15.0,79.0,0.0,1.0
train-ticket,notification.entity,0.0,0.0,8.0,0.0,2.0,0.0,1.0,2.0,30.0,1.0,0.0
train-ticket,notification.mq,0.0,200.0,1.0,2.0,2.0,0.0,1.0,2.0,56.0,0.333333333,0.666666667
train-ticket,notification.repository,1.0,0.0,1.0,1.0,1.0,1.0,1.333333333,4.0,5.0,0.5,0.5
train-ticket,notification.service,0.25,250.0,3.0,4.0,4.0,1.0,1.444444444,26.0,176.0,0.178571429,0.571428571
blog-microservices,se.callista.microservises.workshop.zipkin,0.0,50.0,0.0,0.0,2.0,0.0,0.5,1.0,9.0,,
blog-microservices,se.callista.microservises.support.oauth,0.0,50.0,0.0,0.0,2.0,0.0,0.6,3.0,35.0,,
blog-microservices,se.callista.microservices.core.review,0.0,50.0,0.0,0.0,2.0,0.0,0.5,1.0,15.0,,
blog-microservices,se.callista.microservices.core.review.service,0.0,0.0,0.0,0.0,1.0,0.0,2.5,10.0,37.0,,
blog-microservices,se.callista.microservices.core.product,0.0,50.0,0.0,0.0,2.0,0.0,0.5,1.0,15.0,,
blog-microservices,se.callista.microservices.core.product.service,0.0,0.0,0.0,0.0,1.0,0.0,2.25,9.0,30.0,,
blog-microservices,se.callista.microservises.support.monitordashboard,0.0,0.0,0.0,0.0,1.0,0.0,1.333333333,4.0,16.0,,
blog-microservices,se.callista.microservises.support.edge,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,20.0,,
blog-microservices,se.callista.microservices.core.recommendation,0.0,50.0,0.0,0.0,2.0,0.0,0.5,1.0,15.0,,
blog-microservices,se.callista.microservices.core.recommendation.service,0.0,0.0,0.0,0.0,1.0,0.0,2.25,9.0,34.0,,
blog-microservices,se.callista.microservices.model,0.0,0.0,0.0,0.0,3.0,0.0,1.457142857,51.0,137.0,,
blog-microservices,se.callista.microservices.util,0.2,0.0,0.0,0.0,5.0,1.0,1.754385965,33.333333333,153.0,,
blog-microservices,se.callista.microservices.composite.product,0.0,50.0,0.0,0.0,2.0,0.0,0.666666667,2.0,18.0,,
blog-microservices,se.callista.microservices.composite.product.model,0.0,75.0,2.0,0.0,4.0,0.0,1.666666667,35.0,105.0,1.0,0.0
blog-microservices,se.callista.microservices.composite.product.service,0.0,166.666666667,0.0,2.0,3.0,0.0,3.381944444,81.166666667,213.0,0.0,1.0
blog-microservices,se.callista.microservises.support.discovery,0.0,50.0,0.0,0.0,2.0,0.0,0.333333333,1.0,16.0,,
blog-microservices,se.callista.microservises.support,0.0,50.0,0.0,0.0,2.0,0.0,0.5,1.0,11.0,,
blog-microservices,se.callista.microservises.support.turbine,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,,
spring-boot-microservices,com.rohitghatol.microservices.task,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservices.task.apis,0.0,200.0,0.0,2.0,2.0,0.0,1.8,9.0,40.0,0.0,1.0
spring-boot-microservices,com.rohitghatol.microservices.task.config,0.0,0.0,0.0,0.0,2.0,0.0,1.25,5.0,24.0,,
spring-boot-microservices,com.rohitghatol.microservices.task.dtos,0.0,100.0,1.0,1.0,1.0,0.0,1.3,19.5,112.0,0.5,0.5
spring-boot-microservices,com.rohitghatol.microservices.task.model,0.0,75.0,2.0,0.0,4.0,0.0,1.473684211,28.0,156.0,1.0,0.0
spring-boot-microservices,com.rohitghatol.microservice.auth,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservice.auth.api,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservice.auth.config,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,42.0,,
spring-boot-microservices,com.rohitghatol.microservices.portal,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservices.comments,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservices.comments.apis,0.0,100.0,0.0,1.0,1.0,0.0,1.5,3.0,16.0,0.0,1.0
spring-boot-microservices,com.rohitghatol.microservices.comments.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,,
spring-boot-microservices,com.rohitghatol.microservices.comments.dtos,0.0,50.0,1.0,0.0,2.0,0.0,1.5,18.0,88.0,1.0,0.0
spring-boot-microservices,com.rohitghatol.microservices.user,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservices.user.apis,0.0,100.0,0.0,1.0,1.0,0.0,1.5,3.0,17.0,0.0,1.0
spring-boot-microservices,com.rohitghatol.microservices.user.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,,
spring-boot-microservices,com.rohitghatol.microservices.user.dto,0.0,0.0,1.0,0.0,1.0,0.0,1.384615385,18.0,101.0,1.0,0.0
spring-boot-microservices,com.rohitghatol.microservice.gateway,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservice.gateway.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,18.0,,
spring-boot-microservices,com.rohitghatol.microservices.config,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
spring-boot-microservices,com.rohitghatol.microservices.registry,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
springcloudmicroservices,com.lcwd.service.registry,0.0,0.0,0.0,0.0,2.0,0.0,0.5,1.0,9.0,,
springcloudmicroservices,default,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,,
springcloudmicroservices,com.lcwd.gateway,0.0,0.0,0.0,0.0,2.0,0.0,0.5,1.0,9.0,,
scaffold-cloud,com.cms.scaffold.txlcn,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,,
